出表日期,公司代號,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數
1150211,7777,能率亞洲資本股份有限公司,能率亞洲,－ ,20,台北市南京東路三段248號6樓之2,54398718,謝發達,游智元,游智元,總經理,黃素君,02-27403628,20150310,20251222,新台幣                 10.0000元,1825000000,0,0,2,第一金證券股務代理部,02-25635711,台北市大安區安和路一段27號6樓,資誠聯合會計師事務所,馮敏娟,王菘澤,ABICO ASIA,"6F.-2, No. 248, Sec. 3, Nanjing E. Rd., Songshan Dist., Taipei CityTaipei,Taiwan ,R.O.C.",02-27400658,ir@abicoasia.com.tw,https://www.abicoasia.com.tw/,182500000
1150211,7782,光速火箭股份有限公司,光速火箭,－ ,38,新北市新莊區新北大道二段217號8F,65279724,陳冠愷,李冠霆,蘇志和,財務長,沈宗良,02-8522-8955,20160826,20251028,新台幣                 10.0000元,232130000,0,0,1,群益金鼎證券(股)公司股務代理部,(02)2702-3999,台北市敦化南路二段九十七號地下二樓,安侯建業聯合會計師事務所,黃明宏會計師,楊雲筑會計師,SPEEDING ROCKET,"8F., No. 217, Sec. 2, New Taipei BlvdXinzhuang Dist., New Taipei City, Taiwan",02-8522-8956,spokesman@speeding-rocket.com,https://www.speeding-rocket.com,23213000
1150211,7792,安葆國際實業股份有限公司,安葆,－ ,31,新北市新店區北新路三段207-5號5樓,84751639,陳志復,陳志復,陳志復,董事長兼總經理,陳永裕,(02)29108118,19940204,20260128,新台幣                 10.0000元,426720000,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,106台北市大安區敦化南路二段67號地下1樓,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,AM-POWER,"5F., No. 207-5, Sec. 3, Beixin Rd., Xindian Dist., New Taipei City TaiwanXindian Dist., New Taipei City Taiwan",(02)29106689,IR@ampower.com.tw,https://www.ampower.com.tw/,42672000
1150211,7805,威聯通科技股份有限公司,威聯通,－ ,36,新北市汐止區中興路22號2樓,80682695,張明智,劉文義,陳怡蓉,財務長,林思綺,(02)26412000,20040311,20251222,新台幣                 10.0000元,328251010,0,0,1,群益金鼎證券股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,陳宗哲,韓沂璉,QNAP,"2F., No. 22, Zhongxing Rd., Xizhi Dist.New Taipei City 221 , Taiwan (R.O.C.)",(02)26410555,IR@QNAP.COM,https://www.qnap.com,32825101
1150211,7810,捷創科技股份有限公司,捷創科技,－ ,24,新竹市東區關新里關新路27號6樓之1,27295674,林益民,林益民,鄭文吉,副總,胡嘉禎,03-5638886,20040520,20251223,新台幣                 10.0000元,202500000,0,0,2,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,葉東煇,&#28201;智源,JTRON,"6F-1, No.27, Guan-Hsin Rd., East DistHsinchu , Taiwan(R.O.C)",03-5638816,ir@jtron-tech.com,https://www.jtron-tech.com,20250000
1150211,8024,佑華微電子股份有限公司,佑華,－ ,24,新竹市光復路2段295號9樓之1,86806602,林振興,翁啟培,翁啟培,總經理,廖郁欣,03-5736660,19920728,20060925,新台幣                 10.0000元,451601000,0,0,1,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,林心彤,葉東煇,　Alpha,"9F-1,295,Sec. 2,Kuang Fu RoadHsinchu, Taiwan, R.O.C　",03-5736661,shareholder@ealpha.com.tw,https://www.ealpha.com.tw,45160100
1150211,8027,鈦昇科技股份有限公司,鈦昇,－ ,5,高雄市燕巢區橫山路六十一號,22101002,王明慶,張光明,林傑倫,行銷處處長,張正彥,(07)6156600,19941028,20150609,新台幣                 10.0000元,1074805290,0,0,1,永豐金證券股份有限公司,(02)23816288,台北市中正區博愛路十七號三樓,國富浩華聯合會計師事務所,謝仁耀,李國銘,E&R,"61 , Heng  Shan  Road , Yen-Chau  HsiangKaohsiung  Taiwan  R.O.C",(07)6155511,spokesman_8027@enr.com.tw,www.enr.com.tw,107480529
1150211,8032,光菱電子股份有限公司,光菱,－ ,29,新北市汐止區新台五路一段79號9樓之7,22626725,廖順榮,陳建龍,帥緒廷,執行副總經理,張振成,(02)26981143,19870815,20031002,新台幣                 10.0000元,518103000,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信會計師事務所,陳俊宏,黃秀椿,KORYO,"9F.-7, No.79, Sec. 1, Xintai 5th Rd.,Xizhi Dist.,New Taipei City 221,TaiwanTAIPEI,TAIWAN,R.O.C",(02)26981147,ir@koryo.com.tw,www.koryo.com.tw,51810300
1150211,8034,榮群電訊股份有限公司,榮群,－ ,27,新竹科學工業園區工業東九路五號３樓,86001464,王慶橖,王慶橖,黃鳳珠,協理,王藝錚,03-5788693,19920420,20040506,新台幣                 10.0000元,565863530,0,0,1,永豐金證券股務代理部,02-23816288,台北市中正區博愛路17號3F,資誠聯合會計師事務所,蔣承翰,鄭雅慧,OPNET,"3F, No.5,Industry E, Rd. IX, Science-Based Industrial Park,Hsinchu, Taiwan, R.O.C.",03-5789788,ir@opnet.com.tw,www.opnet.com.tw,56586353
1150211,8038,長園科技實業股份有限公司,長園科,－ ,28,(407)中部科學工業園區台中市西屯區科雅東路9號,16207745,張李琇玉,張惇育,張惇育,總經理,陳泰逢,04-25658768,19970828,20131121,新台幣                 10.0000元,622781900,1300000,0,1,元大證券股份有限公司,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,賴志維,王玉娟,CAEC,"NO.9,Keya E.Rd,Situn District, Taichung City 407.TAICHUNG, TAIWAN",04-25658368,ir@caec.com.tw,www.caec.com.tw,62278190
1150211,8040,九暘電子股份有限公司,九暘,－ ,24,新竹市光復路2段2巷47號10樓之1,16069953,謝清江,潘建華,王婉娥,處長,林靜瑩,03-5750275,19970719,20070430,新台幣                 10.0000元,964138740,27563800,0,2,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,胡慎緁,楊雨霓,IC+　,"10F, No.47, Lane 2, Kwang-Fu RD. Sec. 2,Hsin-Chu, Taiwan, R.O.C.　",03-5750475,investor@icplus.com.tw,www.icplus.com.tw,96413874
1150211,8042,臺灣金山電子工業股份有限公司,金山電,－ ,28,新北市三重區光復路一段六十八巷十一弄一號二樓,3550210,江士勳,江慶信,陳安琪,管理部處長,蔡茂松,(02)29950535,19700320,20040322,新台幣                 10.0000元,1294625490,0,0,1,福邦證券股務代理部,(02)2383-6888,台北市中正區忠孝西路一路6號6樓,資誠聯合會計師事務所,涂展源,賴宗羲,CHINSAN,"2F., No. 1, Aly. 11, Ln. 68, Sec. 1, Guangfu Rd.SanChong Dist., New Taipei City Taiwan",(02)29950202,angel.chen@chinsan.com,www.chinsan.com,129462549
1150211,8043,蜜望實企業股份有限公司,蜜望實,－ ,28,台北市內湖區內湖路1段316號8樓,23310983,林訓民,許弘志,蔡素卿,財務部協理,張文文,(02)87511779,19890520,20031024,新台幣                 10.0000元,799071700,0,0,1,凱基證券股份有限公司,2389-2999,台北市重慶南路1段2號5樓,資誠聯合會計師事務所,葉翠苗,涂展源,　　3H,"8F, NO .316 ,NEIHU ROAD,SEC. 1,　　TAIPEI,  TAIWAN  R. O. C.　　",(02)27995753,emma@threehhh.com.tw,WWW.THREEHHH.COM.TW,79907170
1150211,8044,網路家庭國際資訊股份有限公司,網家,－ ,36,台北市敦化南路二段105號12樓,16606102,詹宏志,張瑜珊,林佳慧,協理,甯智倫,27000898,19980714,20050124,新台幣                 10.0000元,2056470650,71070583,0,1,台新證券股務代理部,2504-8125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,梁嬋女,鄭裕仁,PChome online,"12F, 105, Sec. 2, Tun-Hwa S. Rd.Taipei Taiwan",2709-5021,ir@pchome.tw,www.pchome.com.tw,205647065
1150211,8047,星雲電腦股份有限公司,星雲,－ ,31,新北市汐止區福德二路236號4樓-1,23360202,張祐銘,許曜廷,方彥凱,董事長特助,待補,02 26946687,19890420,20040209,新台幣                 10.0000元,416663430,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,鄒依芸,曾國禓,GCC　,"4F,No.236,Fu-Te 2nd Rd.,Xizhi Dist., New Taipei City 221 ,Taiwan",02 26935690,kevin.fang@gcc.com.tw,http://www.gccworld.com,41666343
1150211,8048,德勝科技股份有限公司,德勝,－ ,27,台北市南港路三段50巷1號3樓,5094603,林坤銘,楊育哲,楊育哲,總經理,陳雲珍,02-27853961,19810714,20090908,新台幣                 10.0000元,577057520,0,0,1,元大證券股份有限公司,02-2586-5859,106臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,林淑如,張淳儀,RUBYTECH　,"3/F, NO.1, LANE 50, NAN KANG RD., SEC.3,TAIPEI, TAIWAN. R.O.C.　",02-27863012,rubytech@mail.rubytech.com.tw,www.rubytech.com.tw,57705752
1150211,8049,晶采光電科技股份有限公司,晶采,－ ,26,新北市汐止區新台五路一段116號4樓,16440433,蘇漢傑,陳志湧,陳科宏,財務長,黃秋凌,(02)2696-7269,19980317,20040202,新台幣                 10.0000元,1182798080,0,0,1,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,郭欣頤,寇惠植,AMPIRE,"4th/FL.  No.  116,  Sec.  1,  Hsin-Tai  5th  Rd.,  Hsi-Chih  city,Taipei  Hsien,  Tawian,  R.O.C.",(02)2696-7196,pure.yang@ampire.com.tw,www.ampire.com.tw,118279808
1150211,8050,廣積科技股份有限公司,廣積,－ ,25,台北市南港區園區街3號15樓之1,70479315,林秋旭,李家富,商志宏,執行副總經理,陳章泰/簡義芳,26557588,20000215,20031024,新台幣                 10.0000元,2051780350,0,0,1,台新證券股務代理部,25048125,台北市建國北路一段96號地下一樓,勤業眾信會計師事務所,周仕杰,李東峰,IBASE　　,"15F-1,No3,Yuan QU Street, NanKang,Taipei 115,Taiwan(NanKang Software Park)Taipei, Taiwan, R. O. C.　　　",26557388,benny@ibase.com.tw,www.ibase.com.tw,205178035
1150211,8054,安國國際科技股份有限公司,安國,－ ,24,臺北市南港區三重路66號9樓之1,70455720,羅森洲,陳建盛,蔡玲君,執行長,陳建盛,(02)2653-5000,19991123,20041108,新台幣                 10.0000元,1057725660,27041000,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,徐榮煌,陳智忠,Alcor Micro,"9F.-1, No. 66, Sanchong Rd., Nangang DistrictTaipei 115, Taiwan, R.O.C.　",(02)2783-7166,AM-IR@alcormicro.com,www.alcormicro.com,105772566
1150211,8059,凱碩科技股份有限公司,凱碩,－ ,27,新北市深坑區北深路三段141巷14號,16631735,章瑛,章瑛(代理),吳麗美,協理,待委任,02-2267-3858,19980626,20100316,新台幣                 10.0000元,1938497500,102500000,0,1,元富證券股份有限公司股務代理部,02-2768-6668,台北市松山區光復北路11巷35號地下一樓,安永會計師事務所,陳智忠,余倩如,CTI,"No.14, Ln.141, Sec.3, Beishen Rd.,Shenkeng, New Taipei City 222004, Taiwan",02-2664-0102,CTI_shareholder@castlenet.com.tw,http://www.castlenet.com.tw,193849750
1150211,8064,東捷科技股份有限公司,東捷,－ ,26,南部科學園區台南市新市區南科六路9號,16491312,嚴瑞雄,陳贊仁,陳贊仁,總經理,王姿惠,(06)5051188,19980501,20060925,新台幣                 10.0000元,1648178360,0,0,1,群益金鼎證券股份有限公司,(02)27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,陳秀雯,許瑞軒,CONTREL　　,"NO.9,Nan-Ke 6th Rd.,Tainan Science-Based Industrial Park Tainan City, TaiwanTainan City, Taiwan　　　　",(06)5051195,ir@contrel.com.tw,www.contrel.com.tw,164817836
1150211,8066,來思達國際企業股份有限公司,來思達,－ ,38,臺北市內湖區新湖一路86號3樓,84149821,謝采琁,謝孟霖,丁邦成,財務長,李秀婷,(02)87925189,19961219,20041224,新台幣                 10.0000元,296423040,156000,0,1,群益金鼎證券(股)公司,(02)27035000,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,陳啟東,林佳鴻,LIFESTYLE,"3F., No.86, Xinhu 1st Rd.,Neihu Dist., Taipei  114, Taiwan (R.O.C)",(02)87925162,lifestyle@lifestyle-tw.com,www.lifestyle-global.com,29642304
1150211,8067,志旭國際股份有限公司,志旭,－ ,29,新北市三重區新北大道二段260號十四樓,23286631,陳昱志,陳昱旭,陳紀菁,財務協理,周柏維,02-29953666,19890324,20040423,新台幣                 10.0000元,207000000,8590000,0,1,富邦綜合證券股務代理部,02-2361-1300,台北市中正區許昌街17號11樓,安侯建業會計師事務所,莊鈞維,許明芳,Gish INT,"14FL.,NO.260   Sec 2  New Taipei Blvd.SANCHUNG Dist ,NEW TAIPEI, TAIWAN ,ROC",02-29953632,Grace_chen@mail.gish.com.tw,http://www.gish.com.tw,20700000
1150211,8068,全達國際股份有限公司,全達,－ ,29,臺北市內湖區內湖路一段360巷15號8樓之1,16003714,&#20931;俊榮,王凱元,黃立維,財務長,暫缺,02-22186500,19970515,20040325,新台幣                 10.0000元,807659490,0,0,1,元大證券股份限公司股務代理部,(02)25863117,台北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,余聖河,羅瑞芝,Chander　　,"8th Floor, No. 15, Lane 360, Section 1, Neihu RoadNeihu District, Taipei City",02-22186501,Jerry_Huang@chander.com.tw　　,http://www.chander.com.tw/,80765949
1150211,8069,元太科技工業股份有限公司,元太,－ ,26,新竹市科學園區力行一路3號,22099890,李政昊,甘豐源,陳樂群,財務長,張元培,03-5643200,19920616,20040330,新台幣                 10.0000元,11504762590,60000000,0,1,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,黃惠敏,翁雅玲,EIH,"3, LI  SHIN  RD.  1,  SCIENCE-BASED.  INDUSTRIAL  PARK　　HSINCHU, TAIWAN, R.O.C.　",03-5795072,ir@eink.com,www.eink.com,1150476259
1150211,8071,能率網通股份有限公司,能率網通,－ ,28,新北市汐止區康寧街169巷27號13樓之一,84415355,胡湘麒,洪再發,胡湘麒,董事長,劉志雄,02-26923636,19930629,20031229,新台幣                 10.0000元,600842830,0,0,1,華南永昌綜合證券股份有限公司,(02)27186425,台北市民生東路4段54號4樓,佳明聯合會計師事務所,葉湘萍,周峻墩,ABICO,"13F-1, No. 27, Lane 169, Kang-Ning St.,Hsi-Chih Dist.,New Taipei City, Taiwan",02-26923232,paul.liu@fstdisc.com.tw,www.fstdisc.com.tw,60084283
1150211,8074,鉅橡企業股份有限公司,鉅橡,－ ,28,台南市佳里區海澄里萊芊寮12-27號,96865657,莊煌星,莊煌星,馮興運,資深副總經理,賴宏杰,06-7266335,19960201,20040127,新台幣                 10.0000元,809744660,0,0,1,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路4段54號4樓,勤業眾信聯合會計師事務所,楊朝欽,王騰葦,AURONA,"NO. 12-27, LAI  GUAN  LIAU , CHIA  LIE  CHENG　TAINAN  SHIENG,  R.O.C .　　",06-7266331,aurona@aurona.com.tw,https://www.aurona.com.tw/,80974466
1150211,8076,伍豐科技股份有限公司,伍豐,－ ,25,新北市汐止區新台五路一段七十五號十樓,89961466,徐明哲,彭禾夆,賴盈甫,財務處長,陳恒立,(02)26981446,19950117,20031215,新台幣                 10.0000元,2922135920,0,0,1,兆豐證券股份有限公司股務代理部,(02)33930898,臺北市中正區忠孝東路二段９５號１樓,資誠聯合會計師事務所,支秉鈞,賴宗羲,FIRICH　　,"10F, No.75, Sec. 1 Hsin Tai Wu  Rd., Xizhi Dist.,New Taipei City, Taiwan R. O. C.　　",(02)26981451,henry.chen@firich.com.tw,https://www.fecpos.com/tw/,292213592
1150211,8077,洛碁實業股份有限公司,洛碁,－ ,16,臺北市中山區南京東路2段69號3樓,89211393,謝憲治,崔潔民,崔潔民,總經理,彭妃秀,02-2562-0018,19940722,20041206,新台幣                 10.0000元,219456690,11886691,0,2,台新綜合證券股份有限公司,02-2504-8125,台北市建國北路一段96號B1,馬施云大華聯合會計師事務所,吳昆益,吳獻恩,GWH,"3F., No.69, Sec. 2, Nanjing E. Rd., Zhongshan Dist.　　Taipei City 104, Taiwan, R.O.C.",02-2563-3115,greenworldhotel@gwh.global,http://www.greenworldhotels.com/,21945669
1150211,8080,泰霖事業股份有限公司,泰霖,－ ,14,台北市中山區植福路308號3樓,84492351,劉東嶽,張志弘,蕭美智,財務經理,林昌廷,(02)8502-6858,19931206,20040510,新台幣                 10.0000元,671638210,56500013,0,1,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號地下2樓,安侯建業聯合會計師事務所,韓沂璉,毛聖崴,TerraLink,"3F., No. 308, Zhifu Rd., Zhongshan Dist., Taipei CityTaipei City 104, Taiwan (R.O.C.)",(02)2782-0019,admin@terralink.com.tw,www.ost.com.tw,67163821
1150211,8083,瑞穎股份有限公司,瑞穎,－ ,5,新北市新莊區新北產業園區五權三路八號,16264415,陳柏峰,陳柏津,楊金義,財務課長,江月玲,89904567,19971110,20040923,新台幣                 10.0000元,351331930,0,0,2,元富證券股份有限公司股務代理部,(02)27686668,台北市松山區光復北路11巷35號地下一樓,安永聯合會計師事務所,徐榮煌,馬君廷,　　TIC,"NO.8, WU-CHUAN 3RD ROAD NEW TAIPEI INDUSTRIAL PARK XINZHUANG DISTRICT,　NEW TAIPEI CITY, TAIWAN　　",89903120,report@prohawk.com.tw,www.prohawk.com.tw,35133193
1150211,8084,巨虹電子股份有限公司,巨虹,－ ,29,新北市中和區連城路258號9樓之1,84630087,唐嘉君,唐嘉君,陳敏俊,總管理處副總,唐嘉君,82271166,19931206,20040308,新台幣                 10.0000元,695141490,29077605,0,1,中國信託商業銀行,02-6636-5566,100台北市中正區重慶南路一段八十三號五樓,霈昇聯合會計師事務所,王新元,林育雅,CHIP HOPE　　,"9F-1  NO.258, Liancheng Rd.,Junghe City, Taipei, Taiwan　　",82271296,service@chiphope.com,www.chiphope.com,69514149
1150211,8085,福華電子股份有限公司,福華,－ ,31,台北市中山北路三段22號,11825450,宋成璽,宋成璽(代理),宋成璽,代理總經理,黃秀華,(02)26730411,19700831,20040301,新台幣                 10.0000元,1399830600,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,潘俊名,賴麗真,FD　　,"22, Chungshan N. Rd., 3rd Sec.Taipei, Taiwan. 　",(02)26735889,forward@fwd.com.tw,http://www.fwd.com.tw,139983060
1150211,8086,宏捷科技股份有限公司,宏捷科,－ ,24,南部科學園區台南市新市區大利一路6號,16130423,祁幼銘,黃國鈞,薛文翔,行銷業務經理,黃國鈞,06-5050999,19981230,20090601,新台幣                 10.0000元,1965161230,45000000,0,2,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,吳俊源,黃泳華,AWSC　　,"NO.6 DA-LI 1ST RD. TAINAN SCIENCE-BASED INDUSTRIAL PARK　　HSIN-SHI DIST,TAINAN CITY TAIWAN,ROC　",06-5051723,e_Fin@awsc.com.tw,http://www.awsc.com.tw,196516123
1150211,8087,麗升能源科技股份有限公司,麗升能源,－ ,35,110404台北市信義區松高路1號10樓之1,16203494,林麗珍,林麗珍,邱美雅,資深副總經理,吳婷婷,02-27099889,19970822,20040225,新台幣                 10.0000元,389853420,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,張淑瑩,黃欣婷,LEADSUN,"10F-1, No. 1, Songgao Rd.Xinyi Dist., Taipei City, Taiwan, ROC　",02-27099997,tingting_wu@leadsun-green.com,www.leadsun-green.com,38985342
1150211,8088,品安科技股份有限公司,品安,－ ,24,台北市內湖區成功路五段４６０號 9 樓,84750054,謝吳沛,謝吳沛,吳惠珠,執行副總經理,魏淑玲,02-2631-8809,19940201,20040227,新台幣                 10.0000元,609217499,0,0,2,富邦綜合證券股份有限公司,02-23611300,台北市許昌街17號2樓,立本台灣聯合會計師事務所,許坤錫,劉克宜,PANRAM,"9F ,No.460, Sec.5 ChenggongRd.,Neihu District,Taipei City 114,Taiwan (R.O.C)Taipei Taiwan 114, R.O.C",02-2631-8629,Nancy_Wu@panram.com.tw,www.panram.com.tw,60921749
1150211,8089,康全電訊股份有限公司,康全電訊,－ ,27,新北市三重區重新路5段609巷10號3樓之1,23727877,任冠生,洪榮隆,王淑靜,財務長,廖允武,29998261,19900407,20200923,新台幣                 10.0000元,659987180,0,0,1,康和綜合證券股份有限公司,02-8787-1118,110台北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,陳君銘,龔則立,Comtrend,"3F-1, 10 Lane 609, Chung Hsin Road, Section 5Sanchong Dist., New Taipei City, Taiwan",29998497,Spokesperson@comtrend.com,www.comtrend.com,65998718
1150211,8091,翔名科技股份有限公司,翔名,－ ,24,新竹巿香山區牛埔南路221號,86436593,吳宗豐,陳基川,吳予彤,資深經理,待補,(03)5384900,19911227,20040624,新台幣                 10.0000元,527601140,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,林心彤,陳明煇,FB,"No.221,Nioupu S.Rd.,Siangshan District,Hsinchu City 30091,Taiwan,R.O.C",(03)5490180,stockaffairs@feedback.com.tw,http://www.feedback.com.tw,52760114
1150211,8092,建暐精密科技股份有限公司,建暐,－ ,31,高雄市鳳山區鎮北里鎮北北巷20-16號,76470282,李聰林,賴秀華,張宏傑,財務副總,王茂源,07-7313911,19840614,20040202,新台幣                 10.0000元,571723250,0,0,1,統一綜合證券(股)公司股務代理部,02-27478266,台北市松山區東興路8號B1,資誠聯合會計師事務所,廖阿甚,王國華,CWPT　　,"20-16,Chen Pei Pei Hsiang,Chen Pei Li 　　Fengshan,Kaohsiung Hsien,Taiwan,R.O.C.",07-7314976,jw@chienwei.com.tw,http://www.chienwei.com,57172325
1150211,8093,保銳科技股份有限公司,保銳,－ ,28,桃園市桃園區經國路888號2樓之1,23725553,呂禮正,呂禮正,張智雅,行銷業務部經理,傅玉梅,03-3161675,19900402,20041231,新台幣                 10.0000元,365675670,9600000,0,1,福邦證券股務代理部,02-23836888,10041台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,涂展源,林佳鴻,ENERMAX,"2F-1,NO.888,Jing-Guo Road,Taoyuan Dist.,Taoyuan Dist.Taoyuan City 330,Taiwan,R.O.C.　　　",03-3466626,maggie.huang@enermax.com,www.enermax.com,36567567
1150211,8096,擎亞電子股份有限公司,擎亞,－ ,29,台北市南港區園區街3-2號13樓,16099112,李熙俊,申東洙,陳鴻義,財務長,戴婕如,2655-7699,19971121,20040715,新台幣                 10.0000元,1493430660,0,0,1,群益金鼎證券股份有限公司,2702-3999,台北市大安區敦化南路二段九十七號地下二樓,資誠聯合會計師事務所,馮敏娟,林永智,CoAsia,"13F,No.3-2,Yuanqu St.Nangang District,Taipei 115,Taiwan,R.O.C",2655-7189,wilson_chen@coasia.com,www.coasiaelec.com,149343066
1150211,8097,常珵科技股份有限公司,常珵,－ ,27,新北市樹林區博愛街236號1樓,22206879,林銜錄,楊健明,李靜宜,財務處副總,蔡孟圜,02 86857300,19860617,20040301,新台幣                 10.0000元,638024680,12000000,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,日正聯合會計師事務所,陳枝凌,陳依玲,ATW,"1F., No.236, Bo’ai St.Shulin Dist., New Taipei City , Taiwan",02 86856178,ir@atwtechnology.com,www.atwtechnology.com,63802468
1150211,8099,大同世界科技股份有限公司,大世科,－ ,30,台北市中山北路三段22號,70771557,張榮華,劉盈秀,許秋嬋,財務長,陳志宏,(02)25915266,20000505,20040329,新台幣                 10.0000元,1000728000,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路1段6號6樓,安侯建業聯合會計師事務所,黃欣婷,賴麗真,TSTI　　,"22 CHUNGSHAN N. RD., 3RD SEC., TAIPEI, TAIWAN, 104, R. O.C.TAIPEI-CITY, R. O. C.",(02)25957606,spokesman.tsti@etatung.com,https://www.etatung.com,100072800
1150211,8102,傑霖科技股份有限公司,傑霖科技,－ ,24,新北巿中和區建一路179號8樓,86976198,梁春林,梁春林,陳崇文,資深經理,曾怡誠,(02)82215466,19921029,20251222,新台幣                 10.0000元,233583500,0,0,1,群益金鼎證券(股)公司股務代理部,(02) 8789-888,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,趙敏如會計師,吳佳翰會計師,JEILIN　　,"8F, No. 179, Jian 1ST Rd., Zhonghe Dist.,New Taipei City 235045 ,Taiwan (R.O.C.)",(02)82215456,service@jeilin.com.tw,Http://www.jeilin.com.tw,23358350
1150211,8107,大億金茂股份有限公司,大億金茂,－ ,5,台南市南區新樂路39號,16359284,吳俊億,陳俊宏,劉茵姍,財務暨會計主管,黃琬婷,06-2650688,19980105,20051115,新台幣                 10.0000元,750000000,0,0,1,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,林秀珊,葉芳婷,KENMOS,"No.39, Xinle Rd., South Dist.,Tainan City 702, Taiwan (R.O.C.)",06-2651288,www.kenmos.com,www.kenmos.com,75000000
1150211,8109,博大科技股份有限公司,博大,－ ,28,台中市工業區22路36號,86757291,廖本崇,廖本崇,吳忠原,市場部副理,陳瓊妙,(04)23590668,19920616,20050322,新台幣                 10.0000元,821612360,0,0,1,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,張字信,陳政學,P-DUKE　,"NO.36,ROAD22TH,TAICHUNGINDUSTRIALPARK,TAICHUNG,TAIWAN,R.O.C.",(04)23591337,sales@pduke.com,www.pduke.com,82161236
1150211,8111,立碁電子工業股份有限公司,立碁,－ ,26,238新北市樹林區博愛街238號,23378792,童義興,童義興,黃冠甄,稽核主管,童建融,02-77036000,19890627,20040209,新台幣                 10.0000元,1091022230,0,0,1,元大證券股份有限公司股務代理部,02-2586-5859,台北市大安區敦化南路二段67號地下一樓,國富浩華聯合會計師事務所,王戊昌,陳昭惠,LIGITEK　,"No.238,Bo'ai StShulin District, New Taipei City R.O.C.",02-77036288,coco_huang@mail.ligitek.com,http://www.ligitek.com,109102223
1150211,8121,越峰電子材料股份有限公司,越峰,－ ,28,台北市內湖區基湖路39號8樓,86124395,吳亦圭,吳文豪,王敏華,業務協理,池玫萱,02-2650-3337,19910905,20050217,新台幣                 10.0000元,2129937430,0,0,1,本公司股務部,02-2650-3773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,張正修,邱政俊,ACME,"8th Floor, No. 39, Ji-Hu Rd., Nei-Hu Dist.,Taipei, Taiwan, R.O.C.",02-2659-9511,vickie@usig.com,https://www.acme-ferrite.com.tw,212993743
